County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag
Monroe,Vertebrate Animal,Mammal,Glaucomys sabrinus coloratus,Carolina Northern Flying Squirrel,G5T2,S1S2,LE,E,Spruce-fir or mature hardwood forest with snags; in tree cavities or leaf nests; higher elevations of the Appalachians.,Upland
Monroe,Vascular Plant,Flowering Plant,Hypericum mitchellianum,Blue Ridge St. John's-wort,G3,S2,--,T,"High Elevation, Moist Woods",Upland
Monroe,Invertebrate Animal,Mollusc,Paravitrea umbilicaris,Open Supercoil,G3?,S2?,--,"Rare, Not State Listed","In pockets of deep, moist leaf litter on forested hillsides & ravines; Blue Ridge; southeast Tennessee.",Upland
Monroe,Invertebrate Animal,Mollusc,Quadrula sparsa,Appalachian Monkeyface,G1,S1,"LE, XN",E,Headwater sections of rivers in shallow riffles/runs with sand-gravel substrate & moderate current; upper Tennessee River drainage.,Aquatic
Monroe,Invertebrate Animal,Mollusc,Stenotrema altispira,Highland Slitmouth,G3,S2?,--,"Rare, Not State Listed","Leaf litter, logs, talus in mixed woodland, spring fed slopes; higher elevations of central & N Blue Ridge; northeast Tennessee.",Upland
Monroe,Vascular Plant,Flowering Plant,Lobelia amoena,Southern Lobelia,G4?,S1S2,--,T,Mountain Flood Plains And Pools,Possible
Monroe,Vertebrate Animal,Mammal,Myotis sodalis,Indiana Myotis,G2,S1,LE,E,Hibernates in caves; spring/summer maternity roosts are normally under the bark of standing trees.,Upland
Monroe,Vertebrate Animal,Bird,Setophaga cerulea,Cerulean Warbler,G4,S3B,--,D,"Mature deciduous forest, particularly in floodplains or mesic conditions.",Upland
Monroe,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Monroe,Vertebrate Animal,Fish,Erimonax monachus,Spotfin Chub,G2,S2,"LT,XN",T,Clear upland rivers with swift currents & boulder substrates; portions of the Tennessee River watershed.,Aquatic
Monroe,Vascular Plant,Flowering Plant,Cymophyllus fraserianus,Fraser's Sedge,G4,S3,--,S,Mixed Mesophytic Forests,Upland
Monroe,Fungus,Liverwort,Hydrothyria venosa,Hydrothyria Lichen,G4,S1,--,T,Mountain Brooks,No Data
Monroe,Invertebrate Animal,Mollusc,Inflectarius ferrissi,Smoky Mountain Covert,G2,S2,--,"Rare, Not State Listed","Under rock ledges, rock piles, or logs at mid-elevations and higher; Blue Ridge; Great Smoky Mountains National Park.",Upland
Monroe,Nonvascular Plant,Non-Vascular Plant,Pellia appalachiana,A Liverwort,G4,S2,--,S,"Wet Soil, Barrens",Possible
Monroe,Vertebrate Animal,Bird,Aquila chrysaetos,Golden Eagle,G5,S1,--,D,"Open country, open wooded country, and barren areas, especially in hilly or mountainous regions.",Upland
Monroe,Vascular Plant,Fern and Fern Ally,Isoetes tennesseensis,Hiwassee Quillwort,G1,S1,--,E,Rocky River Banks,Possible
Monroe,Vascular Plant,Fern and Fern Ally,Botrychium jenmanii,Alabama Grapefern,G3G4,S1,--,T,Pine Woods,Upland
Monroe,Vascular Plant,Flowering Plant,Coreopsis latifolia,Broad-leaved Tickseed,G3,S1S2,--,E,Streamheads,Upland
Monroe,Vascular Plant,Flowering Plant,Allium tricoccum,Ramps,G5,S1S2,--,S-CE,Rich Woods,Possible
Monroe,Vertebrate Animal,Mammal,Condylura cristata,Star-nosed Mole,G5,S2,--,D,Hydric soils in beech-maple-birch forests at higher elevations in the Appalachians.,Possible
Monroe,Vascular Plant,Flowering Plant,Prunus virginiana,Choke Cherry,G5,S1,--,S,Moist Coves And Slopes,Possible
Monroe,Vascular Plant,Flowering Plant,Potamogeton tennesseensis,Tennessee Pondweed,G2G3,S2,--,T,Slow Acidic Streams,Aquatic
Monroe,Vertebrate Animal,Mammal,Sorex palustris,American Water Shrew,G5,S2,--,D,Most abundant along small cold streams with thick overhanging riparian growth; Appalachian Mountains.,Possible
Monroe,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
Monroe,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Monroe,Vascular Plant,Flowering Plant,Menziesia pilosa,Minniebush,G4G5,S2,--,S,Heath Balds And Cliffs,Possible
Monroe,Invertebrate Animal,Mollusc,Fumonelix christyi,Glossy Covert,G3,S2,--,"Rare, Not State Listed",Leaf litter in upland oak woods; central and southernmost Blue Ridge; southeast Tennessee.,Upland
Monroe,Invertebrate Animal,Insect,Pseudanophthalmus paulus,Nobletts Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; southern Ridge & Valley; reported from one historical location in Monroe County.,Upland
Monroe,Vertebrate Animal,Amphibian,Plethodon aureolus,Tellico Salamander,G2G3,S2,--,"Rare, Not State Listed",Mountainous & lowland forests of the S Blue Ridge; Monroe & Polk counties.,Upland
Monroe,Invertebrate Animal,Mollusc,Ventridens decussatus,Crossed Dome,G3,S2?,--,"Rare, Not State Listed","In leaf litter of oak woods, usually above 3,000 ft; Blue Ridge.",Upland
Monroe,Invertebrate Animal,Mollusc,Anguispira jessica,Mountain Disc,G3G4,S3,--,"Rare, Not State Listed","Higher elevations in the southern Appalachians, arboreal; also inhabits rotting wood; Roan Mountain & Mt. Le Conte.",Upland
Monroe,Vascular Plant,Flowering Plant,Calamagrostis porteri,Porter's Reedgrass,G4,S1,--,E,Rich Mountain Woods,Upland
Monroe,Vertebrate Animal,Fish,Etheostoma sitikuense,Citico Darter,G1,S1,"LE, XN",E,"Riffles, runs, & pools with cobble & small boulders; larger creeks to medium size rivers; lower Little Tennessee River watershed.",Aquatic
Monroe,Vascular Plant,Flowering Plant,Potamogeton amplifolius,Large-leaf Pondweed,G5,S1,--,T,Lakes And Streams,Aquatic
Montgomery,Vascular Plant,Flowering Plant,Sagittaria brevirostra,Short-beaked Arrowhead,G5,S1,--,T,Swamps And Floodplains,Possible
Montgomery,Vertebrate Animal,Bird,Limnothlypis swainsonii,Swainson's Warbler,G4,S3,--,D,"Mature, rich, damp, deciduous floodplain and swamp forests.",Possible
Montgomery,Vertebrate Animal,Reptile,Ophisaurus attenuatus longicaudus,Eastern Slender Glass Lizard,G5T5,S3,--,D,"Dry upland areas including brushy, cut-over woodlands and grassy fields; nearly statewide but obscure; fossorial.",Upland
Montgomery,Vascular Plant,Flowering Plant,Gratiola brevifolia,Sticky Hedge-hyssop,G4,S1,--,S,Wet Barrens And Marshes,Possible
Montgomery,Vertebrate Animal,Bird,Botaurus lentiginosus,American Bittern,G5,S1,--,"Rare, Not State Listed","Lake and pond edges with plentiful vegetation, and wetlands created by impoundments; rare nester.",Possible
Montgomery,Vertebrate Animal,Mammal,Myotis septentrionalis,Northern Myotis,G1G2,S1S2,LT,T,"A forest bat whose summer roosts may include caves, mines, live trees and snags; hibernates in caves and mines, often using small cracks and fissures.  Notably susceptible to White-Nose Syndrome.",No Data
Montgomery,Vascular Plant,Flowering Plant,Neobeckia aquatica,Lake Cress,G4?,S2,--,S,Gum Or Cypress Swamps,Possible
Montgomery,Vascular Plant,Flowering Plant,Hasteola suaveolens,Sweet-scented Indian-plantain,G4,S2,--,S,"Alluvial Woods, Moist Slopes",Possible
Montgomery,Vertebrate Animal,Mammal,Synaptomys cooperi,Southern Bog Lemming,G5,S4,--,D,"Marshy meadows, wet balds, & rich upland forests.",Possible
Montgomery,Vascular Plant,Flowering Plant,Hottonia inflata,Featherfoil,G4,S2,--,S,Wet Sloughs And Ditches,Aquatic
Montgomery,Vascular Plant,Flowering Plant,Silphium pinnatifidum,Southern Prairie-dock,G3Q,S2,--,T,Barrens,Possible
Montgomery,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,No Status,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Montgomery,Vascular Plant,Flowering Plant,Asclepias purpurascens,Purple Milkweed,G5?,S1,--,S,Barrens,Possible
Montgomery,Invertebrate Animal,Mollusc,Lithasia salebrosa,Muddy Rocksnail,G2G3Q,S2,--,"Rare, Not State Listed",Formerly occurred in portions of lower Cumberland and lower Tennessee systems; may be limited to dam tailwaters currently.,Aquatic
Montgomery,Vascular Plant,Flowering Plant,Ribes odoratum,Buffalo Currant,G5T4T5,S1,--,T,Limestone Bluffs,Possible
Montgomery,International Terrestrial Ecological System Classification,Plant Community,Pennyroyal Karst Plain Prairie and Barrens,Pennyroyal Karst Plain Prairie and Barrens,GNR,S2?,--,"Rare, Not State Listed",No Data,No Data
Montgomery,Vascular Plant,Flowering Plant,Muhlenbergia glabrifloris,Hair Grass,G4?,S1,--,S,Dry Woods And Barrens,Upland
Montgomery,Vascular Plant,Flowering Plant,Hieracium longipilum,Hairy Hawkweed,G4G5,S1,--,S,Dry Fields And Sandy Road Banks,Upland
Montgomery,Vertebrate Animal,Bird,Passerculus sandwichensis,Savannah Sparrow,G5,"S1B,S4N",--,"Rare, Not State Listed","Grassland habitats, away from cultivated fields and fence lines; reported from Ridge & Valley and Western Highland Rim.",Upland
Montgomery,Vascular Plant,Flowering Plant,Vitis rupestris,Sand Grape,G3,S1,--,E,"Sandy, Rocky Riverbanks",Upland
Montgomery,Vertebrate Animal,Mammal,Sorex hoyi,American Pygmy Shrew,G5,S2,--,"Rare, Not State Listed","Found in a variety of habitats, with moist sites preferred over dry areas; middle and east Tennessee.",Upland
Montgomery,Vascular Plant,Flowering Plant,Rudbeckia subtomentosa,Sweet Coneflower,G5,S2,--,T,Barrens,Possible
Montgomery,Vascular Plant,Flowering Plant,Sagittaria platyphylla,Ovate-leaved Arrowhead,G5,S2S3,--,S,"Swamps, Emergent",Possible
Montgomery,Vertebrate Animal,Reptile,Sistrurus miliarius streckeri,Western Pygmy Rattlesnake,G5T5,S2S3,--,T,"Usually near water in river floodplains, swamps, marshes, and wet prairies; occas drier wooded uplands; W half of Tenn., generally.",Possible
Montgomery,Vascular Plant,Flowering Plant,Solidago rupestris,Rock Goldenrod,G4?,S1,--,E,"Limestone Riverbanks, Bluffs",Upland
Montgomery,Vertebrate Animal,Mammal,Myotis leibii,Eastern Small-footed Myotis,G4,S2S3,--,D,"Hibernates in caves & mines; also uses abandoned buildings, bridges, and barns seasonally.",Upland
Montgomery,Vascular Plant,Flowering Plant,Trifolium reflexum,Buffalo Clover,G3G4,S1,--,E,Rocky Open Woods,Upland
Montgomery,Vertebrate Animal,Bird,Ammodramus henslowii,Henslow's Sparrow,G4,S1B,--,T,Damp open fields and meadows with grass interspersed with weeds or shrubs.,Upland
Montgomery,Vascular Plant,Flowering Plant,Aureolaria patula,Spreading False-foxglove,G3,S3,--,S,Oak Woods And Edges,Upland
Montgomery,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible
Montgomery,Vascular Plant,Flowering Plant,Packera plattensis,Prairie Ragwort,G5,S1,--,S,"Open Riverbanks, Barrens",Upland
Montgomery,Vascular Plant,Flowering Plant,Ranunculus flabellaris,Yellow Water-crowfoot,G5,S2,--,T,Ponds And Marshes,Possible
Montgomery,Vertebrate Animal,Fish,Etheostoma maydeni,Redlips Darter,GNR,S2,--,E,Found in slow-moving large creeks and rivers in pools along the banks strewn with boulders and woody debris.,No Data
Montgomery,Vertebrate Animal,Mammal,Myotis lucifugus,Little Brown Myotis,G3,S3,--,T,Often uses human-made structures for resting and maternity sites; they also use caves and hollow trees. Typically feed over water.,No Data
Montgomery,Vertebrate Animal,Mammal,Perimyotis subflavus,Tri-colored bat,G2G3,S2S3,--,T,Generally associated with forested landscapes but may roost near openings.,No Data
Montgomery,Vascular Plant,Flowering Plant,Cornus obliqua,Silky Dogwood,G5,S2,--,S,Rocky River Shores,Upland
Montgomery,Vascular Plant,Flowering Plant,Echinacea pallida,Pale-purple Coneflower,G4,S1,--,E,Barrens And Dry Openings,Upland
Montgomery,Vascular Plant,Flowering Plant,Carex comosa,Bristly Sedge,G5,S2,--,T,Swamps,Possible
Montgomery,Vertebrate Animal,Reptile,Pituophis melanoleucus melanoleucus,Northern Pinesnake,G4T4,S3,--,T,"Well-drained sandy soils in pine/pine-oak woods; dry mountain ridges; E portions of west TN, E to lower elev of the Appalachians.",Upland
Montgomery,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Montgomery,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible
Montgomery,Vascular Plant,Flowering Plant,Agalinis skinneriana,Pale False-foxglove,G3G4,S1S2,--,T,Prairies And Barrens,No Data
Montgomery,Invertebrate Animal,Crustacean,Stygobromus vitreus,An Amphipod,G4,S2,--,"Rare, Not State Listed",Aquatic cave obligate; pools in wet caves; northernmost Highland Rim and southernmost Cumberlands.,Aquatic
Montgomery,Vascular Plant,Flowering Plant,Ribes missouriense,Missouri Gooseberry,G5,S2,--,S,Rocky Woods,Upland
Montgomery,Vascular Plant,Flowering Plant,Polygala mariana,Maryland Milkwort,G5,S1,--,S,Sandy Alluvial Woods And Disturbed Areas,Possible
Montgomery,Vascular Plant,Flowering Plant,Heteranthera limosa,Blue Mud-plantain,G5,S1S2,--,T,Mud Flats,Possible
Montgomery,Vertebrate Animal,Fish,Percina phoxocephala,Slenderhead Darter,G5,S3,--,D,Small-large rivers with moderate gradient in shoal areas with moderate-swift currents; portions of Tenn & Cumb river watersheds.,Aquatic
Montgomery,Vascular Plant,Flowering Plant,Desmodium ochroleucum,Creamflower Tick-trefoil,G2G3,S1,--,E,Sandy Dry Woods,Upland
Montgomery,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland
Montgomery,Vascular Plant,Flowering Plant,Boechera shortii,Short's Rock-cress,G5,S1S2,--,S,Wooded Bluffs & Floodplains,Possible
Montgomery,Vascular Plant,Flowering Plant,Carex muskingumensis,Muskingum Sedge,G4,S1,--,E,Wet Woods,Possible
Montgomery,Invertebrate Animal,Crustacean,Orconectes pellucidus,Mammoth Cave Crayfish,G4,S3,--,D,Aquatic cave obligate; subterranean streams & pools of Penneroyal Plain; Montgomery & Robertson counties.,Aquatic
Montgomery,Vascular Plant,Flowering Plant,Prenanthes barbata,Bearded Rattlesnake-root,G3,S2,--,S,Barrens And Dry Woodlands,Upland
Montgomery,Vascular Plant,Flowering Plant,Physaria globosa,Short's Bladderpod,G2,S2,LE,E,Limestone Talus Slopes And Cliffs,Possible
Montgomery,Vascular Plant,Flowering Plant,Ranunculus aquatilis var. diffusus,White Water-buttercup,G5T5,S1,--,E,Ponds And Streams,Aquatic
Montgomery,Vascular Plant,Flowering Plant,Agalinis auriculata,Earleaved False-foxglove,G3,S2,--,E,Barrens,Upland
Montgomery,Vertebrate Animal,Bird,Peucaea aestivalis,Bachman's Sparrow,G3,S1B,--,E,Dry open pine or oak woods; nests on the ground in dense cover.,Upland
Montgomery,Vertebrate Animal,Mammal,Myotis sodalis,Indiana Myotis,G2,S1,LE,E,Hibernates in caves; spring/summer maternity roosts are normally under the bark of standing trees.,Upland
Montgomery,Vascular Plant,Flowering Plant,Elodea nuttallii,Nuttall's Waterweed,G5,S2,--,S,Aquatic; Streams And Ponds,Aquatic
Montgomery,Invertebrate Animal,Insect,Pseudanophthalmus colemanensis,Coleman Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Western Highland Rim.,Upland
Montgomery,Vascular Plant,Flowering Plant,Silphium laciniatum,Compass Plant,G5,S2,--,T,Barrens,Upland
Montgomery,Vascular Plant,Flowering Plant,Apios priceana,Price's Potato-bean,G3,S3,LT,E,Openings In Rich Woods,Possible
Montgomery,Vascular Plant,Flowering Plant,Eleocharis lanceolata,Lance-like Spike-rush,G4G5,S1,--,S,Wet Areas,Possible
Montgomery,Vascular Plant,Flowering Plant,Helianthus occidentalis,Naked-stem Sunflower,G5,S2,--,S,Limestone Glades And Barrens,Upland
Montgomery,Vascular Plant,Flowering Plant,Amsonia tabernaemontana var. gattingeri,Limestone Blue Star,G5T3Q,S3,--,S,"Glades, Barrens, And Rocky River Bars",Possible
Montgomery,Vertebrate Animal,Bird,Thryomanes bewickii,Bewick's Wren,G5,S1,--,D,"Brushy areas, thickets and scrub in open country, open and riparian woodland.",Upland
Montgomery,Vascular Plant,Flowering Plant,Sagittaria rigida,Sessile-fruited Arrowhead,G5,S1,--,E,Ponds And Marshes,Possible
Montgomery,Vascular Plant,Flowering Plant,Diarrhena obovata,Ovate Beak Grain,G4G5,S1,--,S,"Moist Calcareous Ledges, Upland Woods",Upland
Moore,Invertebrate Animal,Arachnid,Hesperochernes mirabilis,Southeastern Cave Pseudoscorpion,G5,S3,--,"Rare, Not State Listed",Terrestrial cave obligate; woodrat debris in caves; middle Tennessee.,Upland
Moore,International Vegetation Classification - Natural,Plant Community,Quercus phellos - Quercus alba / Vaccinium fuscatum - (Viburnum nudum) / Carex barrattii Wet Forest,Barrens Depression Willow Oak Forest,G2,SNR,--,"Rare, Not State Listed",No Data,No Data
Moore,Vascular Plant,Flowering Plant,Platanthera cristata,Yellow Crested Orchid,G5,S2S3,--,S,Acidic Seeps And Stream Heads,Possible
Moore,Invertebrate Animal,Mollusc,Lithasia lima,Warty Rocksnail,G2Q,S2,--,"Rare, Not State Listed",Rocky substrates in riffle systems; Elk River & larger tributaries (Tennessee River watershed).,Aquatic
Moore,Invertebrate Animal,Mollusc,Obovaria subrotunda,Round Hickorynut,G4,S2S3,--,"Rare, Not State Listed","Medium-large rivers in sand and gravel subst with moderate flow; TN & Cumb rivers; also Red River in Robertson Co., W Highland Rim.",Aquatic
Moore,Invertebrate Animal,Mollusc,Pleurobema oviforme,Tennessee Clubshell,G2G3,S2S3,--,"Rare, Not State Listed","Small, shallow streams & rivers with good current & coarse gravel/sand substrates; Tennessee & Cumberland river systems.",Aquatic
Moore,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Moore,Vascular Plant,Flowering Plant,Dichanthelium ensifolium ssp. curtifolium,Short-leaved Panic Grass,G4T3?,S1,--,E,Boggy Areas,Possible
Moore,Vascular Plant,Flowering Plant,Neviusia alabamensis,Alabama Snow-wreath,G3,S2,--,T,Upland Woods,Upland
Moore,Vascular Plant,Flowering Plant,Drosera brevifolia,Dwarf Sundew,G5,S2,--,T,Wet Barrens And Ecotones,Possible
Moore,Invertebrate Animal,Mollusc,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",E,Shoals and riffles of small-medium sized rivers with mod-fast current over sand-cobble substrates; upper Tennessee River watershed.,Aquatic
Moore,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible
Moore,Vascular Plant,Flowering Plant,Dichanthelium acuminatum ssp. leucothrix,Roughish Witchgrass,G4?Q,S1,--,S,Moist Pine Barrens,Possible
Moore,Invertebrate Animal,Mollusc,Pleuronaia dolabelloides,Slabside Pearlymussel,G2,S2,LE,E,"Lg creeks to mod sized rivers, in riffles/shoals of sand, fine gravel, and cobble substrates with mod current; Tennessee R watershed.",Aquatic
Moore,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland
Moore,Vascular Plant,Flowering Plant,Stenanthium tennesseense,Death-camas,G2,S2,--,T,Acidic Wetlands,Possible
Morgan,Vertebrate Animal,Mammal,Spilogale putorius,Eastern Spotted Skunk,G4,S3,--,"Rare, Not State Listed","Rocky outcrops, open prairies, brushy areas, cultivated fields, and barnyards; more common in east Tennessee; reclusive.",Upland
